customer_no,Contribution_total_giving,Tickets___Total_Amount,Tickets_Number_of_Unique_Perfs,Donor_Category
3231718,10,1140,,Under-Patron
3231726,5,577.5,,Under-Patron
3231728,10,304,,Under-Patron
3231742,5,300,,Under-Patron
3231744,110,1320,,Under-Patron
3231750,5,132,,Under-Patron
3231764,5,175,,Under-Patron
3231796,10,25,,Under-Patron
3231798,10,800,,Under-Patron
3231809,5,270,,Under-Patron
3231810,215,2813,,Under-Patron
3231816,1,,,Under-Patron
3231874,2,50,,Under-Patron
3231882,50,1350,,Under-Patron
3231891,10,200,,Under-Patron
3231894,15,670,,Under-Patron
3231907,5,100,,Under-Patron
3231912,10,152,,Under-Patron
3231920,15,1150,,Under-Patron
3231923,5,190,,Under-Patron
3231964,15,100,,Under-Patron
3232017,3,172,,Under-Patron
3232061,5,190,,Under-Patron
3232122,16,1070,,Under-Patron
3232145,2,280,,Under-Patron
3232146,50,,,Under-Patron
3232148,2,350,,Under-Patron
3232156,1,270,,Under-Patron
3232171,5,535,,Under-Patron
3232175,50,,,Under-Patron
3232187,1,384,,Under-Patron
3232196,10,400,,Under-Patron
3232213,5,295,,Under-Patron
3232241,2,520,,Under-Patron
3232246,12,474,,Under-Patron
3232262,13,132,,Under-Patron
3232278,4,1022,,Under-Patron
3232313,1,200,,Under-Patron
3232390,10,200,,Under-Patron
3232485,11,374,,Under-Patron
3232490,45,3279.5,,Under-Patron
3232497,1,1254,,Under-Patron
3232509,10,380,,Under-Patron
3232532,50,278,,Under-Patron
3232536,515,450,,Under-Patron
3232537,1,50,,Under-Patron
3232550,25,,,Under-Patron
3232555,96,2094,,Under-Patron
3232570,5,408,,Under-Patron
3232579,1,126,,Under-Patron
3232583,52.5,160,,Under-Patron
3232587,25,1340,,Under-Patron
3232593,12.5,405,,Under-Patron
3232602,15,496,,Under-Patron
3232634,5,462,,Under-Patron
3232666,5,60,,Under-Patron
3232673,5,50,,Under-Patron
3232697,5,75,,Under-Patron
3232716,5,134,,Under-Patron
3232717,12.5,50,,Under-Patron
3232723,1,292,,Under-Patron
3232739,5,470,,Under-Patron
3232748,17.5,135,,Under-Patron
3232761,65,652,,Under-Patron
3232774,5,480,,Under-Patron
3232776,1,216,,Under-Patron
3232791,10,190,,Under-Patron
3232810,5,253,,Under-Patron
3232841,1,134,,Under-Patron
3232894,15,476,,Under-Patron
3232911,15,510,,Under-Patron
3232943,1,270,,Under-Patron
3232962,15,1020,,Under-Patron
3232979,5,134,,Under-Patron
3232980,10,830,,Under-Patron
3232985,1,160,,Under-Patron
3232998,200,,,Under-Patron
3232999,12.5,378,,Under-Patron
3233052,15,256,,Under-Patron
3233086,5,134,,Under-Patron
3233111,5,190,,Under-Patron
3233116,1,270,,Under-Patron
3233138,50,1322,,Under-Patron
3233152,100,351,,Under-Patron
3233160,1,134,,Under-Patron
3233191,41.5,272,,Under-Patron
3233193,12.5,800,,Under-Patron
3233207,1,190,,Under-Patron
3233310,14,921,,Under-Patron
3233337,1,640,,Under-Patron
3233353,50,161.5,,Under-Patron
3233357,1,120,,Under-Patron
3233375,5,200,,Under-Patron
3233380,17.5,480,,Under-Patron
3233535,14.2,140.8,,Under-Patron
3233544,540,680,,Under-Patron
3233560,5,40,,Under-Patron
3233564,1,368,,Under-Patron
3233640,10,120,,Under-Patron
3233646,15,400,,Under-Patron
3233661,20,,,Under-Patron
3233668,10,380,,Under-Patron
3233692,1,100,,Under-Patron
3233719,1,498,,Under-Patron
3233724,12.5,760,,Under-Patron
3233738,25,,,Under-Patron
3233769,5,481,,Under-Patron
3233771,40,1200,,Under-Patron
3233789,12.5,285,,Under-Patron
3233801,10,190,,Under-Patron
3233811,20,,,Under-Patron
3233844,5,310,,Under-Patron
3233876,10,215,,Under-Patron
3233889,10,,,Under-Patron
3233895,15,520,,Under-Patron
3233911,35,,,Under-Patron
3233920,10,320,,Under-Patron
3233929,10,1105,,Under-Patron
3233942,5,1292,,Under-Patron
3233986,5,285,,Under-Patron
3234025,300,231,,Under-Patron
3234030,10,,,Under-Patron
3234051,10,,,Under-Patron
3234052,10,80,,Under-Patron
3234076,117.5,480,,Under-Patron
3234086,15,350,,Under-Patron
3234087,17.5,95,,Under-Patron
3234100,2,572,,Under-Patron
3234123,13,152,,Under-Patron
3234137,1,510,,Under-Patron
3234207,35,,,Under-Patron
3234244,17.5,135,,Under-Patron
3234344,5,158,,Under-Patron
3234362,76,1582,,Under-Patron
3234381,5,100,,Under-Patron
3234404,12.5,405,,Under-Patron
3234636,10,285,,Under-Patron
3234653,15,1443,,Under-Patron
3234670,15,100,,Under-Patron
3234701,67.5,150,,Under-Patron
3234719,10,270,,Under-Patron
3234726,1,135,,Under-Patron
3234737,5,380,,Under-Patron
3234761,62.5,954.8,,Under-Patron
3234765,15,190,,Under-Patron
3234784,1,50,,Under-Patron
3234789,32.5,1020,,Under-Patron
3234813,12.5,600,,Under-Patron
3234877,5,600,,Under-Patron
3234882,10,,,Under-Patron
3234884,110,1242,,Under-Patron
3234902,15,1028.4,,Under-Patron
3234927,1,755,,Under-Patron
3234937,2,556,,Under-Patron
3234970,10,75,,Under-Patron
3234974,12.5,285,,Under-Patron
3234996,5,320,,Under-Patron
3235006,10,,,Under-Patron
3235012,45,,,Under-Patron
3235031,10,,,Under-Patron
3235033,10,,,Under-Patron
3235044,20,,,Under-Patron
3235063,12.5,1000,,Under-Patron
3235065,5,270,,Under-Patron
3235072,25,,,Under-Patron
3235078,14,268,,Under-Patron
3235093,10,,,Under-Patron
3235127,1,174,,Under-Patron
3235187,19.5,258,,Under-Patron
3235188,10,328,,Under-Patron
3235191,12.5,1375,,Under-Patron
3235194,5,60,,Under-Patron
3235196,1,229,,Under-Patron
3235264,15,330,,Under-Patron
3235282,35,151,,Under-Patron
3235331,5,150,,Under-Patron
3235362,3,172,,Under-Patron
3235364,12.5,830,,Under-Patron
3235373,30,670,,Under-Patron
3235408,10,920,,Under-Patron
3235451,1,550,,Under-Patron
3235481,1,134,,Under-Patron
3235582,13,172,,Under-Patron
3235599,10,,,Under-Patron
3235610,15,100,,Under-Patron
3235615,10,,,Under-Patron
3235618,10,699,,Under-Patron
3235658,5,405,,Under-Patron
3235665,10,,,Under-Patron
3235705,10,,,Under-Patron
3235748,15,598,,Under-Patron
3235753,13.5,144,,Under-Patron
3235796,10,,,Under-Patron
3235809,13,132,,Under-Patron
3235872,22.5,210,,Under-Patron
3235891,1,200,,Under-Patron
3235897,30,336,,Under-Patron
3235931,10,,,Under-Patron
3235964,13,292,,Under-Patron
3236164,10,150,,Under-Patron
3236236,25,,,Under-Patron
3236262,5,2010,,Under-Patron
3236264,18,1876,,Under-Patron
3236294,2212,3086.8,,Under-Patron
3236310,11,134,,Under-Patron
3236381,10,,,Under-Patron
3236429,15,145,,Under-Patron
3236453,14,281,,Under-Patron
3236455,10,,,Under-Patron
3236486,15,810,,Under-Patron
3236487,20,,,Under-Patron
3236493,15,746.5,,Under-Patron
3236497,20,,,Under-Patron
3236537,10,,,Under-Patron
3236538,10,,,Under-Patron
3236562,10,,,Under-Patron
3236588,1450,,,Under-Patron
3236589,200,,,Under-Patron
3236603,1000,,,Under-Patron
3236617,100,1435.5,,Under-Patron
3236738,2,,,Under-Patron
3236740,10,,,Under-Patron
3236762,10,,,Under-Patron
3236793,15,510,,Under-Patron
3236898,25,710,,Under-Patron
3236915,12.5,285,,Under-Patron
3236947,15,190,,Under-Patron
3236973,1000,,,Under-Patron
3236980,10,,,Under-Patron
3236990,10,400,,Under-Patron
3236993,1,110,,Under-Patron
3237040,200,,,Under-Patron
3237044,200,,,Under-Patron
3237045,50,,,Under-Patron
3237048,200,,,Under-Patron
3237049,200,,,Under-Patron
3237053,10,390,,Under-Patron
3237067,13,759,,Under-Patron
3237073,10,,,Under-Patron
3237076,10,,,Under-Patron
3237101,10,,,Under-Patron
3237106,10,,,Under-Patron
3237158,15,510,,Under-Patron
3237200,13,508,,Under-Patron
3237309,1,190,,Under-Patron
3237311,17.5,585,,Under-Patron
3237346,2,252,,Under-Patron
3237353,10,,,Under-Patron
3237354,30,1284,,Under-Patron
3237461,10,,,Under-Patron
3237509,26,272,,Under-Patron
3237516,19,371,,Under-Patron
3237603,13,292,,Under-Patron
3237622,12.5,295,,Under-Patron
3237644,5,602,,Under-Patron
3237651,10,,,Under-Patron
3237679,5,285,,Under-Patron
3237733,14,216,,Under-Patron
3237763,50,,,Under-Patron
3237812,60,640,,Under-Patron
3237817,10,380,,Under-Patron
3237820,36,972,,Under-Patron
3237848,15,200,,Under-Patron
3237897,4,420,,Under-Patron
3237914,25,1275.42,,Under-Patron
3237920,34,386,,Under-Patron
3237955,5,543.2,,Under-Patron
3237989,15,200,,Under-Patron
3238028,800,,,Under-Patron
3238050,15,400,,Under-Patron
3238126,25,,,Under-Patron
3238289,15,190,,Under-Patron
3238401,1,75,,Under-Patron
3238404,15,270,,Under-Patron
3238409,1,132,,Under-Patron
3238495,10,360,,Under-Patron
3238520,10,1020,,Under-Patron
3238525,5,480,,Under-Patron
3238530,5,700,,Under-Patron
3238582,18,512,,Under-Patron
3238584,14,216,,Under-Patron
3238644,515,270,,Under-Patron
3238668,2,160,,Under-Patron
3238683,10,270,,Under-Patron
3238748,40,200,,Under-Patron
3238766,500,280,,Under-Patron
3238769,10,540,,Under-Patron
3238771,5,960,,Under-Patron
3238772,10,540,,Under-Patron
3238825,10,120,,Under-Patron
3238827,65,360,,Under-Patron
3238861,32,1448,,Under-Patron
3238908,5,134,,Under-Patron
3239026,10,270,,Under-Patron
3239038,1,134,,Under-Patron
3239072,10,190,,Under-Patron
3239079,1,50,,Under-Patron
3239107,12.5,405,,Under-Patron
3239126,5,200,,Under-Patron
3239144,15,270,,Under-Patron
3239189,1,650,,Under-Patron
3239218,5,270,,Under-Patron
3239258,25,675,,Under-Patron
3239271,1,193.6,,Under-Patron
3239279,500,612,,Under-Patron
3239316,5,80,,Under-Patron
3239322,26,1142,,Under-Patron
3239356,15,190,,Under-Patron
3239357,1,130,,Under-Patron
3239375,5,107.2,,Under-Patron
3239378,60,2568,,Under-Patron
3239385,15,360,,Under-Patron
3239398,5,295,,Under-Patron
3239413,15,350,,Under-Patron
3239421,10,1110,,Under-Patron
3239426,3,172,,Under-Patron
3239447,1,120,,Under-Patron
3239453,15,270,,Under-Patron
3239455,1,480.2,,Under-Patron
3239509,12.5,810,,Under-Patron
3239519,10,540,,Under-Patron
3239576,15,320,,Under-Patron
3239586,12.5,815,,Under-Patron
3239604,5,252,,Under-Patron
3239612,10,3236,,Under-Patron
3239646,1,25,,Under-Patron
3239648,78,292,,Under-Patron
3239654,1,134,,Under-Patron
3239672,15,270,,Under-Patron
3239674,15,510,,Under-Patron
3239721,51.5,1232,,Under-Patron
3239724,10,1510,,Under-Patron
3239728,15,200,,Under-Patron
3239741,15,405,,Under-Patron
3239743,4.5,324,,Under-Patron
3239769,15,320,,Under-Patron
3239780,5,172,,Under-Patron
3239792,5,175,,Under-Patron
3239805,29,483,,Under-Patron
3239870,43.75,101.25,,Under-Patron
3239947,9,176,,Under-Patron
3239955,2,400,,Under-Patron
3239977,10,580,,Under-Patron
3240003,30,280,,Under-Patron
3240085,1,172,,Under-Patron
3240108,1,320,,Under-Patron
3240189,1,55,,Under-Patron
3240230,10,1110,,Under-Patron
3240321,5,675,,Under-Patron
3240350,40,670,,Under-Patron
3240369,1,45,,Under-Patron
3240385,12.5,405,,Under-Patron
3240396,10,1020,,Under-Patron
3240399,200,2856,,Under-Patron
3240482,5,510,,Under-Patron
3240579,15,1020,,Under-Patron
3240599,40,710,,Under-Patron
3240603,179.68,,,Under-Patron
3240642,27.5,150,,Under-Patron
3240678,100,,,Under-Patron
3240736,25,,,Under-Patron
3240738,8,372,,Under-Patron
3240741,40,1070,,Under-Patron
3240791,7000,6553,,Under-Patron
3240816,500,,,Under-Patron
3240870,262,2413.5,,Under-Patron
3240943,100,,,Under-Patron
3240944,100,836,,Under-Patron
3240959,15,380,,Under-Patron
3240963,10,990,,Under-Patron
3241016,5,515.1,,Under-Patron
3241167,9,206,,Under-Patron
3241182,15,,,Under-Patron
3241193,5,124,,Under-Patron
3241207,5,330,,Under-Patron
3241238,13,312,,Under-Patron
3241258,1,196,,Under-Patron
3241322,25,,,Under-Patron
3241333,25,1984,,Under-Patron
3241350,2500,,,Under-Patron
3241351,3000,,,Under-Patron
3241394,15,300,,Under-Patron
3241395,75,,,Under-Patron
3241405,13,3542,,Under-Patron
3241411,17,278,,Under-Patron
3241424,50,302,,Under-Patron
3241457,10,680,,Under-Patron
3241458,10,460,,Under-Patron
3241486,500,,,Under-Patron
3241487,500,,,Under-Patron
3241488,250,,,Under-Patron
3241489,25,,,Under-Patron
3241490,10,,,Under-Patron
3241491,250,,,Under-Patron
3241492,100,,,Under-Patron
3241493,500,,,Under-Patron
3241494,100,,,Under-Patron
3241495,3000,,,Under-Patron
3241496,1000,,,Under-Patron
3241498,25,,,Under-Patron
3241512,200,,,Under-Patron
3241522,100,2328,,Under-Patron
3241525,150,,,Under-Patron
3241562,20,,,Under-Patron
3241610,100,2293,,Under-Patron
3241647,28,672,,Under-Patron
3241677,1,200,,Under-Patron
3241822,10,300,,Under-Patron
3241857,15,1530,,Under-Patron
3241921,500,,,Under-Patron
3241934,2,337.5,,Under-Patron
3241948,10,321,,Under-Patron
3242001,10,,,Under-Patron
3242063,11,574,,Under-Patron
3242175,250,,,Under-Patron
3242177,250,,,Under-Patron
3242182,115,300,,Under-Patron
3242196,15,510,,Under-Patron
3242221,13,462,,Under-Patron
3242399,35.6,947.2,,Under-Patron
3242520,100,,,Under-Patron
3242662,50,360,,Under-Patron
3242915,1,90,,Under-Patron
3243008,13,302,,Under-Patron
3243161,10,350,,Under-Patron
3243175,1,360,,Under-Patron
3243187,5,100,,Under-Patron
3243214,2,72,,Under-Patron
3243219,10,40,,Under-Patron
3243223,15,370,,Under-Patron
3243412,4500,1281.9,,Under-Patron
3243627,10,196,,Under-Patron
3243632,5,273.6,,Under-Patron
3243658,10,25,,Under-Patron
3243720,17.5,525,,Under-Patron
3243744,10,700,,Under-Patron
3243855,10,80,,Under-Patron
3243878,2,178,,Under-Patron
3243888,13.5,89,,Under-Patron
3243956,10,178,,Under-Patron
3244033,2,104,,Under-Patron
3244183,5,90,,Under-Patron
3244185,10,75,,Under-Patron
3244212,10,611,,Under-Patron
3244234,15,360,,Under-Patron
3244452,3.5,294,,Under-Patron
3244615,15,340,,Under-Patron
3244664,50,140,,Under-Patron
3244712,150,690,,Under-Patron
3244885,15,330,,Under-Patron
3244923,50,4540.49,,Under-Patron
3244930,25,,,Under-Patron
3244960,19,196,,Under-Patron
3244971,10,300,,Under-Patron
3244980,13,412,,Under-Patron
3245003,1,272,,Under-Patron
3245038,10,136,,Under-Patron
3245040,25,,,Under-Patron
3245054,17,278,,Under-Patron
3245069,12.5,229,,Under-Patron
3245078,100,,,Under-Patron
3245125,200,476,,Under-Patron
3245132,25,169,,Under-Patron
3245179,10,195,,Under-Patron
3245201,5,300,,Under-Patron
3245321,10,,,Under-Patron
3245324,100,986.4,,Under-Patron
3245423,13,758,,Under-Patron
3245438,25,,,Under-Patron
3245456,18,392,,Under-Patron
3245566,18,412,,Under-Patron
3245577,20,278,,Under-Patron
3245632,11.5,156,,Under-Patron
3245645,10,40,,Under-Patron
3245656,15,280,,Under-Patron
3245715,5,370,,Under-Patron
3245813,19,136,,Under-Patron
3245908,10.5,52,,Under-Patron
3245978,10,50,,Under-Patron
3246000,4,406,,Under-Patron
3246011,25,705.6,,Under-Patron
3246014,10,760,,Under-Patron
3246027,5,765,,Under-Patron
3246039,45,255,,Under-Patron
3246151,2,330,,Under-Patron
3246317,19,196,,Under-Patron
3246341,17,568,,Under-Patron
3246356,10,,,Under-Patron
3246386,10,138,,Under-Patron
3246451,10,,,Under-Patron
3246490,10,,,Under-Patron
3246502,10,,,Under-Patron
3246507,10,,,Under-Patron
3246572,5,98,,Under-Patron
3246587,10,,,Under-Patron
3246606,8,392,,Under-Patron
3246607,19,196,,Under-Patron
3246678,250,,,Under-Patron
3246716,1,244,,Under-Patron
3246723,10,,,Under-Patron
3246792,15,506.8,,Under-Patron
3246888,12.2,172.8,,Under-Patron
3246903,15,300,,Under-Patron
3246925,19,576,,Under-Patron
3246989,10,,,Under-Patron
3247021,19,196,,Under-Patron
3247053,16,874,,Under-Patron
3247065,1,40,,Under-Patron
3247134,10,,,Under-Patron
3247160,13.5,187,,Under-Patron
3247187,15,380,,Under-Patron
3247225,15,380,,Under-Patron
3247262,10,169,,Under-Patron
3247312,5,,,Under-Patron
3247370,10,75,,Under-Patron
3247410,5,260,,Under-Patron
3247430,25,,,Under-Patron
3247434,10,,,Under-Patron
3247440,50,,,Under-Patron
3247455,10,,,Under-Patron
3247516,17,178,,Under-Patron
3247567,10,,,Under-Patron
3247687,10,,,Under-Patron
3247695,3.5,99,,Under-Patron
3247719,5,196,,Under-Patron
3247872,17.5,125,,Under-Patron
3247873,10,50,,Under-Patron
3247945,2.09,412,,Under-Patron
3247957,13,462,,Under-Patron
3247982,10,,,Under-Patron
3248026,10,890,,Under-Patron
3248066,5,568,,Under-Patron
3248329,19,196,,Under-Patron
3248478,15,350,,Under-Patron
3248545,250,597.5,,Under-Patron
3248572,10,50,,Under-Patron
3248891,15,510,,Under-Patron
3248932,11.5,161,,Under-Patron
3248988,5,204,,Under-Patron
3249040,10,,,Under-Patron
3249073,1,50,,Under-Patron
3249099,15,360,,Under-Patron
3249155,1.13,142.4,,Under-Patron
3249156,1,210,,Under-Patron
3249176,10,,,Under-Patron
3249188,5,278,,Under-Patron
3249245,30,690,,Under-Patron
3249306,25,,,Under-Patron
3249364,10,255,,Under-Patron
3249699,15,330,,Under-Patron
3249741,100,1167,,Under-Patron
3249758,7.77,124,,Under-Patron
3249762,10,618,,Under-Patron
3249838,17,618,,Under-Patron
3249859,14.5,108,,Under-Patron
3249942,10,356,,Under-Patron
3249944,20,342,,Under-Patron
3250146,10,,,Under-Patron
3250150,13,342,,Under-Patron
3250289,12,1108,,Under-Patron
3250314,30,198,,Under-Patron
3250381,11,874,,Under-Patron
3250490,10,,,Under-Patron
3250524,10,,,Under-Patron
3250598,13,342,,Under-Patron
3250613,13,462,,Under-Patron
3250654,5,496,,Under-Patron
3250655,125,,,Under-Patron
3250738,10,,,Under-Patron
3250775,25,130,,Under-Patron
3250847,1,202,,Under-Patron
3250959,15,25,,Under-Patron
3250969,10,,,Under-Patron
3250978,1,178,,Under-Patron
3251010,12,618,,Under-Patron
3251036,1.6,,,Under-Patron
3251247,10,,,Under-Patron
3251302,1000,1315,,Under-Patron
3251328,10,,,Under-Patron
3251373,10,,,Under-Patron
3251385,25,,,Under-Patron
3251422,50,,,Under-Patron
3251456,10,,,Under-Patron
3251483,10,,,Under-Patron
3251515,10,,,Under-Patron
3251547,10,,,Under-Patron
3251587,10,,,Under-Patron
3251856,19,1142,,Under-Patron
3251889,13,222,,Under-Patron
3251899,17.5,255,,Under-Patron
3252227,10,,,Under-Patron
3252326,5,104,,Under-Patron
3252386,10,,,Under-Patron
3252586,7,228,,Under-Patron
3252676,11,424,,Under-Patron
3252769,200,,,Under-Patron
3252794,1,62,,Under-Patron
3252798,250,,,Under-Patron
3252845,15.5,67,,Under-Patron
3252916,3,134,,Under-Patron
3253003,11,926,,Under-Patron
3253114,5,94,,Under-Patron
3253119,10,50,,Under-Patron
3253299,2,38,,Under-Patron
3253307,5,20,,Under-Patron
3253368,10,196,,Under-Patron
3253640,15,380,,Under-Patron
3253643,1,568,,Under-Patron
3253711,5,465,,Under-Patron
3253713,12,168,,Under-Patron
3253726,25,,,Under-Patron
3253813,100,,,Under-Patron
3253860,102,1578,,Under-Patron
3253875,50,,,Under-Patron
3253903,10,315,,Under-Patron
3253937,11,324,,Under-Patron
3253974,13,202,,Under-Patron
3254013,17,268,,Under-Patron
3254029,17.5,525,,Under-Patron
3254042,15,390,,Under-Patron
3254139,1,536,,Under-Patron
