customer no,Difference between Earliest Engagement and First Donation,First Contribution Amount,Donor Category
3236738,1.00,8,Under-Patron
3236740,9.00,19,Under-Patron
3236762,9.00,1,Under-Patron
3236793,14.00,10,Under-Patron
3236898,23.00,15,Under-Patron
3236915,11.50,12.2,Under-Patron
3236947,14.00,15,Under-Patron
3236973,999.00,19,Under-Patron
3236980,8.00,10,Under-Patron
3236990,9.00,19,Under-Patron
3236993,0.00,16,Under-Patron
3237040,199.00,1,Under-Patron
3237044,199.00,10,Under-Patron
3237045,49.00,13.5,Under-Patron
3237048,199.00,15,Under-Patron
3237049,199.00,15,Under-Patron
3237053,8.00,10,Under-Patron
3237067,12.00,5,Under-Patron
3237073,9.00,10,Under-Patron
3237076,9.00,5,Under-Patron
3237101,9.00,25,Under-Patron
3237106,9.00,10,Under-Patron
3237158,14.00,10,Under-Patron
3237200,12.00,17,Under-Patron
3237309,0.00,10,Under-Patron
3237311,16.50,10,Under-Patron
3237346,1.00,3.5,Under-Patron
3237353,9.00,5,Under-Patron
3237354,29.00,17.5,Under-Patron
3237461,9.00,10,Under-Patron
3237509,25.00,2.09,Under-Patron
3237516,18.00,13,Under-Patron
3237603,12.00,10,Under-Patron
3237622,11.50,10,Under-Patron
3237644,4.00,5,Under-Patron
3237651,9.00,19,Under-Patron
3237679,4.00,15,Under-Patron
3237733,13.00,250,Under-Patron
3237763,49.00,10,Under-Patron
3237812,9.00,15,Under-Patron
3237817,9.00,11.5,Under-Patron
3237820,35.00,5,Under-Patron
3237848,14.00,10,Under-Patron
3237897,3.00,1,Under-Patron
3237914,24.00,15,Under-Patron
3237920,33.00,1.13,Under-Patron
3237955,4.00,1,Under-Patron
3237989,14.00,10,Under-Patron
3238028,799.00,5,Under-Patron
3238050,14.00,17,Under-Patron
3238126,24.00,25,Under-Patron
3238289,14.00,10,Under-Patron
3238401,0.00,15,Under-Patron
3238404,14.00,100,Under-Patron
3238409,0.00,7.77,Under-Patron
3238495,9.00,10,Under-Patron
3238520,9.00,17,Under-Patron
3238525,4.00,14.5,Under-Patron
3238530,4.00,10,Under-Patron
3238582,17.00,20,Under-Patron
3238584,13.00,10,Under-Patron
3238644,514.00,13,Under-Patron
3238668,0.00,12,Under-Patron
3238683,9.00,30,Under-Patron
3238748,38.00,11,Under-Patron
3238766,499.00,10,Under-Patron
3238769,9.00,10,Under-Patron
3238771,4.00,13,Under-Patron
3238772,9.00,13,Under-Patron
3238825,9.00,5,Under-Patron
3238827,64.00,10,Under-Patron
3238861,31.00,25,Under-Patron
3238908,4.00,1,Under-Patron
3239026,9.00,10,Under-Patron
3239038,0.00,10,Under-Patron
3239072,9.00,1,Under-Patron
3239079,0.00,12,Under-Patron
3239107,11.50,10,Under-Patron
3239126,3.00,1000,Under-Patron
3239144,14.00,0,Under-Patron
3239189,0.00,10,Under-Patron
3239218,4.00,10,Under-Patron
3239258,24.00,10,Under-Patron
3239271,0.00,10,Under-Patron
3239279,499.00,10,Under-Patron
3239316,4.00,10,Under-Patron
3239322,24.00,19,Under-Patron
3239356,14.00,13,Under-Patron
3239357,0.00,17.5,Under-Patron
3239375,4.00,5,Under-Patron
3239378,59.00,7,Under-Patron
3239385,14.00,11,Under-Patron
3239398,4.00,1,Under-Patron
3239413,14.00,15.5,Under-Patron
3239421,9.00,3,Under-Patron
3239426,1.00,11,Under-Patron
3239447,0.00,5,Under-Patron
3239453,14.00,10,Under-Patron
3239455,0.00,2,Under-Patron
3239509,11.50,5,Under-Patron
3239519,9.00,10,Under-Patron
3239576,14.00,15,Under-Patron
3239586,11.50,1,Under-Patron
3239604,4.00,5,Under-Patron
3239612,9.00,12,Under-Patron
3239646,0.00,17,Under-Patron
3239648,77.00,10,Under-Patron
3239654,0.00,11,Under-Patron
3239672,14.00,13,Under-Patron
3239674,14.00,17,Under-Patron
3239721,50.50,17.5,Under-Patron
3239724,9.00,15,Under-Patron
3239728,14.00,1,Under-Patron
3239741,,,Under-Patron
3239743,,,Under-Patron
3239769,,,Under-Patron
3239780,,,Under-Patron
3239792,,,Under-Patron
3239805,,,Under-Patron
3239870,,,Under-Patron
3239947,,,Under-Patron
3239955,,,Under-Patron
3239977,,,Under-Patron
3240003,,,Under-Patron
3240085,,,Under-Patron
3240108,,,Under-Patron
3240189,,,Under-Patron
3240230,,,Under-Patron
3240321,,,Under-Patron
3240350,,,Under-Patron
3240369,,,Under-Patron
3240385,,,Under-Patron
3240396,,,Under-Patron
3240399,,,Under-Patron
3240482,,,Under-Patron
3240579,,,Under-Patron
3240599,,,Under-Patron
3240603,,,Under-Patron
3240642,,,Under-Patron
3240678,,,Under-Patron
3240736,,,Under-Patron
3240738,,,Under-Patron
3240741,,,Under-Patron
3240791,,,Under-Patron
3240816,,,Under-Patron
3240870,,,Under-Patron
3240943,,,Under-Patron
3240944,,,Under-Patron
3240959,,,Under-Patron
3240963,,,Under-Patron
3241016,,,Under-Patron
3241167,,,Under-Patron
3241182,,,Under-Patron
3241193,,,Under-Patron
3241207,,,Under-Patron
3241238,,,Under-Patron
3241258,,,Under-Patron
3241322,,,Under-Patron
3241333,,,Under-Patron
3241350,,,Under-Patron
3241351,,,Under-Patron
3241394,,,Under-Patron
3241395,,,Under-Patron
3241405,,,Under-Patron
3241411,,,Under-Patron
3241424,,,Under-Patron
3241457,,,Under-Patron
3241458,,,Under-Patron
3241486,,,Under-Patron
3241487,,,Under-Patron
3241488,,,Under-Patron
3241489,,,Under-Patron
3241490,,,Under-Patron
3241491,,,Under-Patron
3241492,,,Under-Patron
3241493,,,Under-Patron
3241494,,,Under-Patron
3241495,,,Under-Patron
3241496,,,Under-Patron
3241498,,,Under-Patron
3241512,,,Under-Patron
3241522,,,Under-Patron
3241525,,,Under-Patron
3241562,,,Under-Patron
3241610,,,Under-Patron
3241647,,,Under-Patron
3241677,,,Under-Patron
3241822,,,Under-Patron
3241857,,,Under-Patron
3241921,,,Under-Patron
3241934,,,Under-Patron
3241948,,,Under-Patron
3242001,,,Under-Patron
3242063,,,Under-Patron
3242175,,,Under-Patron
3242177,,,Under-Patron
3242182,,,Under-Patron
3242196,,,Under-Patron
3242221,,,Under-Patron
3242399,,,Under-Patron
3242520,,,Under-Patron
3242662,,,Under-Patron
3242915,,,Under-Patron
3243008,,,Under-Patron
3243161,,,Under-Patron
3243175,,,Under-Patron
3243187,,,Under-Patron
3243214,,,Under-Patron
3243219,,,Under-Patron
3243223,,,Under-Patron
3243412,,,Under-Patron
3243627,,,Under-Patron
3243632,,,Under-Patron
3243658,,,Under-Patron
3243720,,,Under-Patron
3243744,,,Under-Patron
3243855,,,Under-Patron
3243878,,,Under-Patron
3243888,,,Under-Patron
3243956,,,Under-Patron
3244033,,,Under-Patron
3244183,,,Under-Patron
3244185,,,Under-Patron
3244212,,,Under-Patron
3244234,,,Under-Patron
3244452,,,Under-Patron
3244615,,,Under-Patron
3244664,,,Under-Patron
3244712,,,Under-Patron
3244885,,,Under-Patron
3244923,,,Under-Patron
3244930,,,Under-Patron
3244960,,,Under-Patron
3244971,,,Under-Patron
3244980,,,Under-Patron
3245003,,,Under-Patron
3245038,,,Under-Patron
3245040,,,Under-Patron
3245054,,,Under-Patron
3245069,,,Under-Patron
3245078,,,Under-Patron
3245125,,,Under-Patron
3245132,,,Under-Patron
3245179,,,Under-Patron
3245201,,,Under-Patron
3245321,,,Under-Patron
3245324,,,Under-Patron
3245423,,,Under-Patron
3245438,,,Under-Patron
3245456,,,Under-Patron
3245566,,,Under-Patron
3245577,,,Under-Patron
3245632,,,Under-Patron
3245645,,,Under-Patron
3245656,,,Under-Patron
3245715,,,Under-Patron
3245813,,,Under-Patron
3245908,,,Under-Patron
3245978,,,Under-Patron
3246000,,,Under-Patron
3246011,,,Under-Patron
3246014,,,Under-Patron
3246027,,,Under-Patron
3246039,,,Under-Patron
3246151,,,Under-Patron
3246317,,,Under-Patron
3246341,,,Under-Patron
3246356,,,Under-Patron
3246386,,,Under-Patron
3246451,,,Under-Patron
3246490,,,Under-Patron
3246502,,,Under-Patron
3246507,,,Under-Patron
3246572,,,Under-Patron
3246587,,,Under-Patron
3246606,,,Under-Patron
3246607,,,Under-Patron
3246678,,,Under-Patron
3246716,,,Under-Patron
3246723,,,Under-Patron
3246792,,,Under-Patron
3246888,,,Under-Patron
3246903,,,Under-Patron
3246925,,,Under-Patron
3246989,,,Under-Patron
3247021,,,Under-Patron
3247053,,,Under-Patron
3247065,,,Under-Patron
3247134,,,Under-Patron
3247160,,,Under-Patron
3247187,,,Under-Patron
3247225,,,Under-Patron
3247262,,,Under-Patron
3247312,,,Under-Patron
3247370,,,Under-Patron
3247410,,,Under-Patron
3247430,,,Under-Patron
3247434,,,Under-Patron
3247440,,,Under-Patron
3247455,,,Under-Patron
3247516,,,Under-Patron
3247567,,,Under-Patron
3247687,,,Under-Patron
3247695,,,Under-Patron
3247719,,,Under-Patron
3247872,,,Under-Patron
3247873,,,Under-Patron
3247945,,,Under-Patron
3247957,,,Under-Patron
3247982,,,Under-Patron
3248026,,,Under-Patron
3248066,,,Under-Patron
3248329,,,Under-Patron
3248478,,,Under-Patron
3248545,,,Under-Patron
3248572,,,Under-Patron
3248891,,,Under-Patron
3248932,,,Under-Patron
3248988,,,Under-Patron
3249040,,,Under-Patron
3249073,,,Under-Patron
3249099,,,Under-Patron
3249155,,,Under-Patron
3249156,,,Under-Patron
3249176,,,Under-Patron
3249188,,,Under-Patron
3249245,,,Under-Patron
3249306,,,Under-Patron
3249364,,,Under-Patron
3249699,,,Under-Patron
3249741,,,Under-Patron
3249758,,,Under-Patron
3249762,,,Under-Patron
3249838,,,Under-Patron
3249859,,,Under-Patron
3249942,,,Under-Patron
3249944,,,Under-Patron
3250146,,,Under-Patron
3250150,,,Under-Patron
3250289,,,Under-Patron
3250314,,,Under-Patron
3250381,,,Under-Patron
3250490,,,Under-Patron
3250524,,,Under-Patron
3250598,,,Under-Patron
3250613,,,Under-Patron
3250654,,,Under-Patron
3250655,,,Under-Patron
3250738,,,Under-Patron
3250775,,,Under-Patron
3250847,,,Under-Patron
3250959,,,Under-Patron
3250969,,,Under-Patron
3250978,,,Under-Patron
3251010,,,Under-Patron
3251036,,,Under-Patron
3251247,,,Under-Patron
3251302,,,Under-Patron
3251328,,,Under-Patron
3251373,,,Under-Patron
3251385,,,Under-Patron
3251422,,,Under-Patron
3251456,,,Under-Patron
3251483,,,Under-Patron
3251515,,,Under-Patron
3251547,,,Under-Patron
3251587,,,Under-Patron
3251856,,,Under-Patron
3251889,,,Under-Patron
3251899,,,Under-Patron
3252227,,,Under-Patron
3252326,,,Under-Patron
3252386,,,Under-Patron
3252586,,,Under-Patron
3252676,,,Under-Patron
3252769,,,Under-Patron
3252794,,,Under-Patron
3252798,,,Under-Patron
3252845,,,Under-Patron
3252916,,,Under-Patron
3253003,,,Under-Patron
3253114,,,Under-Patron
3253119,,,Under-Patron
3253299,,,Under-Patron
3253307,,,Under-Patron
3253368,,,Under-Patron
3253640,,,Under-Patron
3253643,,,Under-Patron
3253711,,,Under-Patron
3253713,,,Under-Patron
3253726,,,Under-Patron
3253813,,,Under-Patron
3253860,,,Under-Patron
3253875,,,Under-Patron
3253903,,,Under-Patron
3253937,,,Under-Patron
3253974,,,Under-Patron
3254013,,,Under-Patron
3254029,,,Under-Patron
3254042,,,Under-Patron
3254139,,,Under-Patron
